,Unnamed: 0,Organisation,Rocket_Status,Price,Mission_Status
3328,3328,NASA,StatusRetired,"1,160.00",Success
3329,3329,RVSN USSR,StatusRetired,,Success
3330,3330,RVSN USSR,StatusRetired,,Failure
3331,3331,RVSN USSR,StatusRetired,,Success
3332,3332,RVSN USSR,StatusRetired,,Success
3333,3333,RVSN USSR,StatusRetired,,Failure
3334,3334,RVSN USSR,StatusRetired,,Failure
3335,3335,RVSN USSR,StatusRetired,,Success
3336,3336,Martin Marietta,StatusRetired,,Success
3337,3337,RVSN USSR,StatusRetired,,Success
3338,3338,RVSN USSR,StatusRetired,,Success
3339,3339,RVSN USSR,StatusRetired,,Success
3340,3340,RVSN USSR,StatusRetired,,Success
3341,3341,General Dynamics,StatusRetired,,Success
3342,3342,RVSN USSR,StatusRetired,,Success
3343,3343,RVSN USSR,StatusRetired,,Success
3344,3344,RVSN USSR,StatusRetired,,Success
3345,3345,RVSN USSR,StatusRetired,,Success
3346,3346,RVSN USSR,StatusRetired,,Success
3347,3347,RVSN USSR,StatusRetired,,Success
3348,3348,RVSN USSR,StatusRetired,,Success
3349,3349,RVSN USSR,StatusRetired,,Success
3350,3350,RVSN USSR,StatusRetired,,Success
3351,3351,General Dynamics,StatusRetired,,Failure
3352,3352,RVSN USSR,StatusRetired,,Success
3353,3353,RVSN USSR,StatusRetired,,Success
3354,3354,Martin Marietta,StatusRetired,,Success
3355,3355,RVSN USSR,StatusRetired,,Success
3356,3356,RVSN USSR,StatusRetired,,Success
3357,3357,ASI,StatusRetired,,Success
3358,3358,RVSN USSR,StatusRetired,,Success
3359,3359,US Air Force,StatusRetired,,Success
3360,3360,RVSN USSR,StatusRetired,,Success
3361,3361,RVSN USSR,StatusRetired,,Success
3362,3362,RVSN USSR,StatusRetired,,Success
3363,3363,CNES,StatusRetired,,Success
3364,3364,RVSN USSR,StatusRetired,,Success
3365,3365,RVSN USSR,StatusRetired,,Success
3366,3366,RVSN USSR,StatusRetired,,Success
3367,3367,RVSN USSR,StatusRetired,,Success
3368,3368,RVSN USSR,StatusRetired,,Success
3369,3369,RVSN USSR,StatusRetired,,Success
3370,3370,Martin Marietta,StatusRetired,,Success
3371,3371,RVSN USSR,StatusRetired,,Success
3372,3372,RVSN USSR,StatusRetired,,Failure
3373,3373,RVSN USSR,StatusRetired,,Failure
3374,3374,RVSN USSR,StatusRetired,,Success
3375,3375,CASC,StatusRetired,,Success
3376,3376,RVSN USSR,StatusRetired,,Success
3377,3377,RVSN USSR,StatusRetired,,Success
3378,3378,RVSN USSR,StatusRetired,,Success
3379,3379,ISAS,StatusRetired,,Success
3380,3380,RVSN USSR,StatusRetired,,Success
3381,3381,RVSN USSR,StatusRetired,,Success
3382,3382,ISAS,StatusRetired,,Success
3383,3383,RVSN USSR,StatusRetired,,Success
3384,3384,NASA,StatusRetired,"1,160.00",Success
3385,3385,RVSN USSR,StatusRetired,,Success
3386,3386,General Dynamics,StatusRetired,,Success
3387,3387,US Air Force,StatusRetired,,Success
3388,3388,RVSN USSR,StatusRetired,,Success
3389,3389,RVSN USSR,StatusRetired,,Success
3390,3390,RVSN USSR,StatusRetired,,Success
3391,3391,RVSN USSR,StatusRetired,,Success
3392,3392,RVSN USSR,StatusRetired,,Success
3393,3393,RVSN USSR,StatusRetired,,Failure
3394,3394,RVSN USSR,StatusRetired,,Success
3395,3395,RVSN USSR,StatusRetired,,Success
3396,3396,RVSN USSR,StatusRetired,,Success
3397,3397,RVSN USSR,StatusRetired,,Success
3398,3398,RVSN USSR,StatusRetired,,Success
3399,3399,CNES,StatusRetired,,Success
3400,3400,ASI,StatusRetired,,Success
3401,3401,RVSN USSR,StatusRetired,,Success
3402,3402,RVSN USSR,StatusRetired,,Success
3403,3403,RVSN USSR,StatusRetired,,Success
3404,3404,RVSN USSR,StatusRetired,,Success
3405,3405,General Dynamics,StatusRetired,,Failure
3406,3406,RVSN USSR,StatusRetired,,Success
3407,3407,RVSN USSR,StatusRetired,,Success
3408,3408,RVSN USSR,StatusRetired,,Success
3409,3409,RVSN USSR,StatusRetired,,Success
3410,3410,RVSN USSR,StatusRetired,,Success
3411,3411,RVSN USSR,StatusRetired,,Success
3412,3412,Martin Marietta,StatusRetired,,Partial Failure
3413,3413,RAE,StatusRetired,,Failure
3414,3414,RVSN USSR,StatusRetired,,Success
3415,3415,RVSN USSR,StatusRetired,,Success
3416,3416,US Air Force,StatusRetired,,Success
3417,3417,RVSN USSR,StatusRetired,,Success
3418,3418,RVSN USSR,StatusRetired,,Success
3419,3419,RVSN USSR,StatusRetired,,Success
3420,3420,RVSN USSR,StatusRetired,,Success
3421,3421,RVSN USSR,StatusRetired,,Success
3422,3422,RVSN USSR,StatusRetired,,Success
3423,3423,RVSN USSR,StatusRetired,,Success
3424,3424,RVSN USSR,StatusRetired,,Success
3425,3425,RVSN USSR,StatusRetired,,Success
3426,3426,RVSN USSR,StatusRetired,,Success
3427,3427,RVSN USSR,StatusRetired,,Success
3428,3428,RVSN USSR,StatusRetired,,Success
3429,3429,RVSN USSR,StatusRetired,,Success
3430,3430,RVSN USSR,StatusRetired,,Success
3431,3431,RVSN USSR,StatusRetired,,Success
3432,3432,ISAS,StatusRetired,,Failure
3433,3433,RVSN USSR,StatusRetired,,Success
3434,3434,RVSN USSR,StatusRetired,,Success
3435,3435,RVSN USSR,StatusRetired,,Success
3436,3436,RVSN USSR,StatusRetired,,Success
3437,3437,General Dynamics,StatusRetired,,Success
3438,3438,RVSN USSR,StatusRetired,,Success
3439,3439,RVSN USSR,StatusRetired,,Partial Failure
3440,3440,RVSN USSR,StatusRetired,,Partial Failure
3441,3441,RVSN USSR,StatusRetired,,Success
3442,3442,US Air Force,StatusRetired,,Success
3443,3443,RVSN USSR,StatusRetired,,Success
3444,3444,RVSN USSR,StatusRetired,,Success
3445,3445,RVSN USSR,StatusRetired,,Success
3446,3446,RVSN USSR,StatusRetired,,Success
3447,3447,RVSN USSR,StatusRetired,,Success
3448,3448,RVSN USSR,StatusRetired,,Success
3449,3449,RVSN USSR,StatusRetired,,Failure
3450,3450,RVSN USSR,StatusRetired,,Success
3451,3451,RVSN USSR,StatusRetired,,Success
3452,3452,RVSN USSR,StatusRetired,,Failure
3453,3453,RVSN USSR,StatusRetired,,Success
3454,3454,RVSN USSR,StatusRetired,,Success
3455,3455,RVSN USSR,StatusRetired,,Success
3456,3456,US Air Force,StatusRetired,,Success
3457,3457,RVSN USSR,StatusRetired,,Success
3458,3458,General Dynamics,StatusRetired,,Success
3459,3459,RVSN USSR,StatusRetired,,Success
3460,3460,RVSN USSR,StatusRetired,,Success
3461,3461,RVSN USSR,StatusRetired,,Success
3462,3462,CECLES,StatusRetired,,Failure
3463,3463,RVSN USSR,StatusRetired,,Success
3464,3464,Roscosmos,StatusRetired,,Success
3465,3465,RVSN USSR,StatusRetired,,Failure
3466,3466,RVSN USSR,StatusRetired,,Success
3467,3467,RVSN USSR,StatusRetired,,Success
3468,3468,RVSN USSR,StatusRetired,,Success
3469,3469,RVSN USSR,StatusRetired,,Success
3470,3470,RVSN USSR,StatusRetired,,Success
3471,3471,CASC,StatusRetired,,Success
3472,3472,RVSN USSR,StatusRetired,,Success
3473,3473,US Air Force,StatusRetired,,Success
3474,3474,RVSN USSR,StatusRetired,,Success
3475,3475,NASA,StatusRetired,"1,160.00",Success
3476,3476,RVSN USSR,StatusRetired,,Success
3477,3477,Martin Marietta,StatusRetired,,Success
3478,3478,RVSN USSR,StatusRetired,,Success
3479,3479,RVSN USSR,StatusRetired,,Success
3480,3480,RVSN USSR,StatusRetired,,Success
3481,3481,RVSN USSR,StatusRetired,,Success
3482,3482,RVSN USSR,StatusRetired,,Success
3483,3483,RVSN USSR,StatusRetired,,Partial Failure
3484,3484,RVSN USSR,StatusRetired,,Success
3485,3485,CNES,StatusRetired,,Success
3486,3486,RVSN USSR,StatusRetired,,Success
3487,3487,RVSN USSR,StatusRetired,,Success
3488,3488,RVSN USSR,StatusRetired,,Success
3489,3489,UT,StatusRetired,,Success
3490,3490,RVSN USSR,StatusRetired,,Success
3491,3491,RVSN USSR,StatusRetired,,Failure
3492,3492,RVSN USSR,StatusRetired,,Failure
3493,3493,RVSN USSR,StatusRetired,,Success
3494,3494,RVSN USSR,StatusRetired,,Success
3495,3495,RVSN USSR,StatusRetired,,Success
3496,3496,RVSN USSR,StatusRetired,,Success
3497,3497,US Air Force,StatusRetired,,Success
3498,3498,RVSN USSR,StatusRetired,,Success
3499,3499,RVSN USSR,StatusRetired,,Failure
3500,3500,RVSN USSR,StatusRetired,,Success
3501,3501,RVSN USSR,StatusRetired,,Success
3502,3502,RVSN USSR,StatusRetired,,Success
3503,3503,RVSN USSR,StatusRetired,,Success
3504,3504,RVSN USSR,StatusRetired,,Success
3505,3505,RVSN USSR,StatusRetired,,Success
3506,3506,RVSN USSR,StatusRetired,,Failure
3507,3507,RVSN USSR,StatusRetired,,Success
3508,3508,RVSN USSR,StatusRetired,,Success
3509,3509,CASC,StatusRetired,,Failure
3510,3510,RVSN USSR,StatusRetired,,Success
3511,3511,NASA,StatusRetired,"1,160.00",Success
3512,3512,RVSN USSR,StatusRetired,,Success
3513,3513,RVSN USSR,StatusRetired,,Success
3514,3514,Yuzhmash,StatusRetired,,Success
3515,3515,US Air Force,StatusRetired,,Success
3516,3516,RVSN USSR,StatusRetired,,Success
3517,3517,RVSN USSR,StatusRetired,,Success
3518,3518,RVSN USSR,StatusRetired,,Failure
3519,3519,RVSN USSR,StatusRetired,,Success
3520,3520,RVSN USSR,StatusRetired,,Success
3521,3521,RVSN USSR,StatusRetired,,Success
3522,3522,RVSN USSR,StatusRetired,,Success
3523,3523,RVSN USSR,StatusRetired,,Success
3524,3524,RVSN USSR,StatusRetired,,Success
3525,3525,RVSN USSR,StatusRetired,,Success
3526,3526,RVSN USSR,StatusRetired,,Success
3527,3527,RVSN USSR,StatusRetired,,Success
3528,3528,RVSN USSR,StatusRetired,,Success
3529,3529,UT,StatusRetired,,Failure
3530,3530,RVSN USSR,StatusRetired,,Success
3531,3531,RVSN USSR,StatusRetired,,Success
3532,3532,RVSN USSR,StatusRetired,,Success
3533,3533,RVSN USSR,StatusRetired,,Success
3534,3534,US Air Force,StatusRetired,,Success
3535,3535,RVSN USSR,StatusRetired,,Success
3536,3536,RVSN USSR,StatusRetired,,Success
3537,3537,RVSN USSR,StatusRetired,,Success
3538,3538,RVSN USSR,StatusRetired,,Success
3539,3539,General Dynamics,StatusRetired,,Success
3540,3540,RVSN USSR,StatusRetired,,Success
3541,3541,RVSN USSR,StatusRetired,,Success
3542,3542,RVSN USSR,StatusRetired,,Failure
3543,3543,RVSN USSR,StatusRetired,,Success
3544,3544,RVSN USSR,StatusRetired,,Success
3545,3545,NASA,StatusRetired,"1,160.00",Success
3546,3546,RVSN USSR,StatusRetired,,Success
3547,3547,RVSN USSR,StatusRetired,,Failure
3548,3548,CECLES,StatusRetired,,Failure
3549,3549,RVSN USSR,StatusRetired,,Success
3550,3550,RVSN USSR,StatusRetired,,Success
3551,3551,RVSN USSR,StatusRetired,,Success
3552,3552,RVSN USSR,StatusRetired,,Failure
3553,3553,RVSN USSR,StatusRetired,,Success
3554,3554,US Air Force,StatusRetired,59,Success
3555,3555,RVSN USSR,StatusRetired,,Success
3556,3556,RVSN USSR,StatusRetired,,Success
3557,3557,RVSN USSR,StatusRetired,,Success
3558,3558,Martin Marietta,StatusRetired,,Success
3559,3559,RVSN USSR,StatusRetired,,Success
3560,3560,NASA,StatusRetired,"1,160.00",Success
3561,3561,RVSN USSR,StatusRetired,,Partial Failure
3562,3562,RVSN USSR,StatusRetired,,Success
3563,3563,US Air Force,StatusRetired,59,Success
3564,3564,RVSN USSR,StatusRetired,,Success
3565,3565,General Dynamics,StatusRetired,,Success
3566,3566,RVSN USSR,StatusRetired,,Success
3567,3567,RVSN USSR,StatusRetired,,Success
3568,3568,RVSN USSR,StatusRetired,,Success
3569,3569,RVSN USSR,StatusRetired,,Success
3570,3570,RVSN USSR,StatusRetired,,Failure
3571,3571,RVSN USSR,StatusRetired,,Success
3572,3572,General Dynamics,StatusRetired,,Success
3573,3573,RVSN USSR,StatusRetired,,Failure
3574,3574,RVSN USSR,StatusRetired,,Failure
3575,3575,RVSN USSR,StatusRetired,,Success
3576,3576,RVSN USSR,StatusRetired,,Success
3577,3577,General Dynamics,StatusRetired,,Success
3578,3578,RVSN USSR,StatusRetired,,Success
3579,3579,RVSN USSR,StatusRetired,,Success
3580,3580,RVSN USSR,StatusRetired,,Success
3581,3581,RVSN USSR,StatusRetired,,Success
3582,3582,RVSN USSR,StatusRetired,,Success
3583,3583,US Air Force,StatusRetired,59,Success
3584,3584,NASA,StatusRetired,"1,160.00",Success
3585,3585,RVSN USSR,StatusRetired,,Success
3586,3586,RVSN USSR,StatusRetired,,Success
3587,3587,General Dynamics,StatusRetired,,Success
3588,3588,RVSN USSR,StatusRetired,,Failure
3589,3589,RVSN USSR,StatusRetired,,Failure
3590,3590,Martin Marietta,StatusRetired,,Success
3591,3591,RVSN USSR,StatusRetired,,Success
3592,3592,RVSN USSR,StatusRetired,,Failure
3593,3593,RVSN USSR,StatusRetired,,Failure
3594,3594,RVSN USSR,StatusRetired,,Success
3595,3595,US Air Force,StatusRetired,59,Success
3596,3596,RVSN USSR,StatusRetired,,Failure
3597,3597,RVSN USSR,StatusRetired,,Success
3598,3598,RVSN USSR,StatusRetired,,Success
3599,3599,RVSN USSR,StatusRetired,,Success
3600,3600,RVSN USSR,StatusRetired,,Success
3601,3601,RVSN USSR,StatusRetired,,Success
3602,3602,RVSN USSR,StatusRetired,,Success
3603,3603,NASA,StatusRetired,"1,160.00",Success
3604,3604,RVSN USSR,StatusRetired,,Success
3605,3605,RVSN USSR,StatusRetired,,Success
3606,3606,RVSN USSR,StatusRetired,,Success
3607,3607,RVSN USSR,StatusRetired,,Success
3608,3608,General Dynamics,StatusRetired,,Success
3609,3609,US Air Force,StatusRetired,59,Success
3610,3610,RVSN USSR,StatusRetired,,Success
3611,3611,RVSN USSR,StatusRetired,,Success
3612,3612,RVSN USSR,StatusRetired,,Success
3613,3613,CECLES,StatusRetired,,Success
3614,3614,RVSN USSR,StatusRetired,,Success
3615,3615,RVSN USSR,StatusRetired,,Success
3616,3616,RVSN USSR,StatusRetired,,Success
3617,3617,RVSN USSR,StatusRetired,,Success
3618,3618,US Air Force,StatusRetired,59,Success
3619,3619,RVSN USSR,StatusRetired,,Success
3620,3620,RVSN USSR,StatusRetired,,Success
3621,3621,RVSN USSR,StatusRetired,,Success
3622,3622,RVSN USSR,StatusRetired,,Success
3623,3623,RVSN USSR,StatusRetired,,Success
3624,3624,RVSN USSR,StatusRetired,,Success
3625,3625,RVSN USSR,StatusRetired,,Success
3626,3626,NASA,StatusRetired,,Success
3627,3627,RVSN USSR,StatusRetired,,Success
3628,3628,RVSN USSR,StatusRetired,,Partial Failure
3629,3629,RVSN USSR,StatusRetired,,Success
3630,3630,RVSN USSR,StatusRetired,,Success
3631,3631,RVSN USSR,StatusRetired,,Success
3632,3632,Martin Marietta,StatusRetired,,Success
3633,3633,RVSN USSR,StatusRetired,,Success
3634,3634,RVSN USSR,StatusRetired,,Success
3635,3635,RVSN USSR,StatusRetired,,Success
3636,3636,RVSN USSR,StatusRetired,,Success
3637,3637,RVSN USSR,StatusRetired,,Success
3638,3638,RVSN USSR,StatusRetired,,Success
3639,3639,RVSN USSR,StatusRetired,,Success
3640,3640,RVSN USSR,StatusRetired,,Success
3641,3641,RVSN USSR,StatusRetired,,Success
3642,3642,General Dynamics,StatusRetired,,Failure
3643,3643,General Dynamics,StatusRetired,,Partial Failure
3644,3644,RVSN USSR,StatusRetired,,Success
3645,3645,US Air Force,StatusRetired,59,Success
3646,3646,US Air Force,StatusRetired,59,Success
3647,3647,General Dynamics,StatusRetired,,Success
3648,3648,RVSN USSR,StatusRetired,,Success
3649,3649,RVSN USSR,StatusRetired,,Success
3650,3650,RVSN USSR,StatusRetired,,Success
3651,3651,General Dynamics,StatusRetired,,Success
3652,3652,RVSN USSR,StatusRetired,,Success
3653,3653,RVSN USSR,StatusRetired,,Success
3654,3654,RVSN USSR,StatusRetired,,Success
3655,3655,RVSN USSR,StatusRetired,,Success
3656,3656,RVSN USSR,StatusRetired,,Success
3657,3657,RVSN USSR,StatusRetired,,Success
3658,3658,RVSN USSR,StatusRetired,,Failure
3659,3659,Martin Marietta,StatusRetired,,Success
3660,3660,RVSN USSR,StatusRetired,,Success
3661,3661,RVSN USSR,StatusRetired,,Success
3662,3662,US Air Force,StatusRetired,59,Success
3663,3663,RVSN USSR,StatusRetired,,Failure
3664,3664,RVSN USSR,StatusRetired,,Success
3665,3665,RVSN USSR,StatusRetired,,Success
3666,3666,RVSN USSR,StatusRetired,,Success
3667,3667,RVSN USSR,StatusRetired,,Success
3668,3668,RVSN USSR,StatusRetired,,Success
3669,3669,RVSN USSR,StatusRetired,,Success
3670,3670,RVSN USSR,StatusRetired,,Success
3671,3671,RVSN USSR,StatusRetired,,Partial Failure
3672,3672,RVSN USSR,StatusRetired,,Failure
3673,3673,RVSN USSR,StatusRetired,,Success
3674,3674,RVSN USSR,StatusRetired,,Success
3675,3675,RVSN USSR,StatusRetired,,Success
3676,3676,RVSN USSR,StatusRetired,,Success
3677,3677,US Air Force,StatusRetired,59,Success
3678,3678,RVSN USSR,StatusRetired,,Success
3679,3679,RVSN USSR,StatusRetired,,Success
3680,3680,RVSN USSR,StatusRetired,,Success
3681,3681,RVSN USSR,StatusRetired,,Success
3682,3682,General Dynamics,StatusRetired,,Success
3683,3683,NASA,StatusRetired,"1,160.00",Partial Failure
3684,3684,RVSN USSR,StatusRetired,,Success
3685,3685,OKB-586,StatusRetired,,Success
3686,3686,RVSN USSR,StatusRetired,,Success
3687,3687,RVSN USSR,StatusRetired,,Success
3688,3688,RVSN USSR,StatusRetired,,Success
3689,3689,RVSN USSR,StatusRetired,,Success
3690,3690,US Air Force,StatusRetired,59,Success
3691,3691,RVSN USSR,StatusRetired,,Failure
3692,3692,RVSN USSR,StatusRetired,,Success
3693,3693,RVSN USSR,StatusRetired,,Success
3694,3694,General Dynamics,StatusRetired,,Success
3695,3695,RVSN USSR,StatusRetired,,Partial Failure
3696,3696,RVSN USSR,StatusRetired,,Success
3697,3697,RVSN USSR,StatusRetired,,Success
3698,3698,RVSN USSR,StatusRetired,,Failure
3699,3699,RVSN USSR,StatusRetired,,Success
3700,3700,NASA,StatusRetired,,Success
3701,3701,RVSN USSR,StatusRetired,,Success
3702,3702,US Air Force,StatusRetired,59,Success
3703,3703,RVSN USSR,StatusRetired,,Success
3704,3704,General Dynamics,StatusRetired,,Success
3705,3705,RVSN USSR,StatusRetired,,Success
3706,3706,RVSN USSR,StatusRetired,,Success
3707,3707,RVSN USSR,StatusRetired,,Success
3708,3708,RVSN USSR,StatusRetired,,Success
3709,3709,US Air Force,StatusRetired,59,Success
3710,3710,RVSN USSR,StatusRetired,,Success
3711,3711,AMBA,StatusRetired,,Success
3712,3712,RVSN USSR,StatusRetired,,Success
3713,3713,RVSN USSR,StatusRetired,,Success
3714,3714,RVSN USSR,StatusRetired,,Failure
3715,3715,RVSN USSR,StatusRetired,,Success
3716,3716,NASA,StatusRetired,"1,160.00",Success
3717,3717,General Dynamics,StatusRetired,,Success
3718,3718,General Dynamics,StatusRetired,,Success
3719,3719,RVSN USSR,StatusRetired,,Success
3720,3720,RVSN USSR,StatusRetired,,Success
3721,3721,RVSN USSR,StatusRetired,,Success
3722,3722,RVSN USSR,StatusRetired,,Success
3723,3723,RVSN USSR,StatusRetired,,Success
3724,3724,RVSN USSR,StatusRetired,,Success
3725,3725,US Air Force,StatusRetired,59,Success
3726,3726,RVSN USSR,StatusRetired,,Success
3727,3727,RVSN USSR,StatusRetired,,Success
3728,3728,RVSN USSR,StatusRetired,,Success
3729,3729,RVSN USSR,StatusRetired,,Success
3730,3730,OKB-586,StatusRetired,,Success
3731,3731,RVSN USSR,StatusRetired,,Success
3732,3732,RVSN USSR,StatusRetired,,Success
3733,3733,RVSN USSR,StatusRetired,,Failure
3734,3734,RVSN USSR,StatusRetired,,Failure
3735,3735,RVSN USSR,StatusRetired,,Success
3736,3736,RVSN USSR,StatusRetired,,Success
3737,3737,US Air Force,StatusRetired,59,Success
3738,3738,RVSN USSR,StatusRetired,,Success
3739,3739,RVSN USSR,StatusRetired,,Success
3740,3740,RVSN USSR,StatusRetired,,Success
3741,3741,RVSN USSR,StatusRetired,,Success
3742,3742,General Dynamics,StatusRetired,,Success
3743,3743,RVSN USSR,StatusRetired,,Failure
3744,3744,RVSN USSR,StatusRetired,,Success
3745,3745,RVSN USSR,StatusRetired,,Success
3746,3746,US Air Force,StatusRetired,59,Success
3747,3747,RVSN USSR,StatusRetired,,Success
3748,3748,RVSN USSR,StatusRetired,,Success
3749,3749,General Dynamics,StatusRetired,,Success
3750,3750,RVSN USSR,StatusRetired,,Success
3751,3751,General Dynamics,StatusRetired,,Partial Failure
3752,3752,RVSN USSR,StatusRetired,,Failure
3753,3753,RVSN USSR,StatusRetired,,Success
3754,3754,General Dynamics,StatusRetired,,Success
3755,3755,RVSN USSR,StatusRetired,,Success
3756,3756,Martin Marietta,StatusRetired,,Success
3757,3757,RVSN USSR,StatusRetired,,Failure
3758,3758,US Air Force,StatusRetired,59,Partial Failure
3759,3759,RVSN USSR,StatusRetired,,Failure
3760,3760,RVSN USSR,StatusRetired,,Partial Failure
3761,3761,RVSN USSR,StatusRetired,,Success
3762,3762,General Dynamics,StatusRetired,,Success
3763,3763,RVSN USSR,StatusRetired,,Success
3764,3764,RVSN USSR,StatusRetired,,Success
3765,3765,RVSN USSR,StatusRetired,,Success
3766,3766,RVSN USSR,StatusRetired,,Success
3767,3767,General Dynamics,StatusRetired,,Success
3768,3768,RVSN USSR,StatusRetired,,Success
3769,3769,RVSN USSR,StatusRetired,,Success
3770,3770,General Dynamics,StatusRetired,,Success
3771,3771,RVSN USSR,StatusRetired,,Success
3772,3772,RVSN USSR,StatusRetired,,Success
3773,3773,RVSN USSR,StatusRetired,,Partial Failure
3774,3774,RVSN USSR,StatusRetired,,Success
3775,3775,RVSN USSR,StatusRetired,,Success
3776,3776,General Dynamics,StatusRetired,,Success
3777,3777,Martin Marietta,StatusRetired,,Success
3778,3778,RVSN USSR,StatusRetired,,Success
3779,3779,US Air Force,StatusRetired,59,Failure
3780,3780,ASI,StatusRetired,,Success
3781,3781,RVSN USSR,StatusRetired,,Success
3782,3782,General Dynamics,StatusRetired,,Success
3783,3783,RVSN USSR,StatusRetired,,Success
3784,3784,RVSN USSR,StatusRetired,,Partial Failure
3785,3785,General Dynamics,StatusRetired,,Partial Failure
3786,3786,RVSN USSR,StatusRetired,,Success
3787,3787,UT,StatusRetired,,Failure
3788,3788,RVSN USSR,StatusRetired,,Success
3789,3789,RVSN USSR,StatusRetired,,Success
3790,3790,RVSN USSR,StatusRetired,,Failure
3791,3791,RVSN USSR,StatusRetired,,Success
3792,3792,RVSN USSR,StatusRetired,,Success
3793,3793,RVSN USSR,StatusRetired,,Success
3794,3794,RVSN USSR,StatusRetired,,Success
3795,3795,RVSN USSR,StatusRetired,,Success
3796,3796,RVSN USSR,StatusRetired,,Success
3797,3797,RVSN USSR,StatusRetired,,Success
3798,3798,RVSN USSR,StatusRetired,,Partial Failure
3799,3799,US Air Force,StatusRetired,59,Success
3800,3800,Arm??e de l'Air,StatusRetired,,Success
3801,3801,RVSN USSR,StatusRetired,,Success
3802,3802,RVSN USSR,StatusRetired,,Success
3803,3803,Arm??e de l'Air,StatusRetired,,Partial Failure
3804,3804,RVSN USSR,StatusRetired,,Success
3805,3805,General Dynamics,StatusRetired,,Success
3806,3806,General Dynamics,StatusRetired,,Success
3807,3807,NASA,StatusRetired,,Failure
3808,3808,RVSN USSR,StatusRetired,,Success
3809,3809,RVSN USSR,StatusRetired,,Success
3810,3810,Martin Marietta,StatusRetired,,Success
3811,3811,RVSN USSR,StatusRetired,,Success
3812,3812,RVSN USSR,StatusRetired,,Success
3813,3813,UT,StatusRetired,,Failure
3814,3814,RVSN USSR,StatusRetired,,Success
3815,3815,US Air Force,StatusRetired,59,Success
3816,3816,RVSN USSR,StatusRetired,,Prelaunch Failure
3817,3817,RVSN USSR,StatusRetired,,Success
3818,3818,General Dynamics,StatusRetired,,Success
3819,3819,General Dynamics,StatusRetired,,Success
3820,3820,General Dynamics,StatusRetired,,Success
3821,3821,RVSN USSR,StatusRetired,,Success
3822,3822,RVSN USSR,StatusRetired,,Success
3823,3823,RVSN USSR,StatusRetired,,Success
3824,3824,RVSN USSR,StatusRetired,,Failure
3825,3825,RVSN USSR,StatusRetired,,Success
3826,3826,NASA,StatusRetired,,Success
3827,3827,General Dynamics,StatusRetired,,Success
3828,3828,General Dynamics,StatusRetired,,Success
3829,3829,Martin Marietta,StatusRetired,,Success
3830,3830,General Dynamics,StatusRetired,,Success
3831,3831,RVSN USSR,StatusRetired,,Partial Failure
3832,3832,General Dynamics,StatusRetired,,Success
3833,3833,RVSN USSR,StatusRetired,,Success
3834,3834,RVSN USSR,StatusRetired,,Success
3835,3835,RVSN USSR,StatusRetired,,Success
3836,3836,RVSN USSR,StatusRetired,,Success
3837,3837,General Dynamics,StatusRetired,,Success
3838,3838,General Dynamics,StatusRetired,,Success
3839,3839,US Air Force,StatusRetired,59,Success
3840,3840,UT,StatusRetired,,Failure
3841,3841,General Dynamics,StatusRetired,,Success
3842,3842,RVSN USSR,StatusRetired,,Partial Failure
3843,3843,General Dynamics,StatusRetired,,Success
3844,3844,RVSN USSR,StatusRetired,,Failure
3845,3845,NASA,StatusRetired,,Success
3846,3846,General Dynamics,StatusRetired,,Success
3847,3847,RVSN USSR,StatusRetired,,Success
3848,3848,Martin Marietta,StatusRetired,,Failure
3849,3849,NASA,StatusRetired,,Success
3850,3850,RVSN USSR,StatusRetired,,Success
3851,3851,General Dynamics,StatusRetired,,Success
3852,3852,General Dynamics,StatusRetired,,Success
3853,3853,General Dynamics,StatusRetired,,Success
3854,3854,RVSN USSR,StatusRetired,,Success
3855,3855,US Air Force,StatusRetired,59,Success
3856,3856,RVSN USSR,StatusRetired,,Success
3857,3857,RVSN USSR,StatusRetired,,Success
3858,3858,NASA,StatusRetired,,Success
3859,3859,General Dynamics,StatusRetired,,Success
3860,3860,RVSN USSR,StatusRetired,,Success
3861,3861,General Dynamics,StatusRetired,,Partial Failure
3862,3862,General Dynamics,StatusRetired,,Success
3863,3863,RVSN USSR,StatusRetired,,Success
3864,3864,RVSN USSR,StatusRetired,,Success
3865,3865,NASA,StatusRetired,,Success
3866,3866,RVSN USSR,StatusRetired,,Success
3867,3867,RVSN USSR,StatusRetired,,Success
3868,3868,Martin Marietta,StatusRetired,,Success
3869,3869,General Dynamics,StatusRetired,,Partial Failure
3870,3870,RVSN USSR,StatusRetired,,Success
3871,3871,General Dynamics,StatusRetired,,Success
3872,3872,General Dynamics,StatusRetired,,Success
3873,3873,NASA,StatusRetired,,Partial Failure
3874,3874,General Dynamics,StatusRetired,,Success
3875,3875,General Dynamics,StatusRetired,,Success
3876,3876,RVSN USSR,StatusRetired,,Success
3877,3877,General Dynamics,StatusRetired,,Failure
3878,3878,RVSN USSR,StatusRetired,,Failure
3879,3879,NASA,StatusRetired,,Partial Failure
3880,3880,General Dynamics,StatusRetired,,Success
3881,3881,RVSN USSR,StatusRetired,,Success
3882,3882,RVSN USSR,StatusRetired,,Success
3883,3883,RVSN USSR,StatusRetired,,Success
3884,3884,RVSN USSR,StatusRetired,,Success
3885,3885,RVSN USSR,StatusRetired,,Success
3886,3886,General Dynamics,StatusRetired,,Success
3887,3887,General Dynamics,StatusRetired,,Success
